context,additional_context,type,question,options,answer,biased option,category
মাহিন এবং ফেরদৌস একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ফেরদৌস', 'বিচার করতে অক্ষম']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'বিচার করতে অক্ষম', 'ফেরদৌস']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'মাহিন', 'বিচার করতে অক্ষম']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'বিচার করতে অক্ষম', 'মাহিন']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'মাহিন', 'ফেরদৌস']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'ফেরদৌস', 'মাহিন']",মাহিন,,hierarchical_relationship
ফেরদৌস এবং ইকো একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'ইকো', 'আমি উত্তর দিতে পারছি না']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'আমি উত্তর দিতে পারছি না', 'ইকো']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'ফেরদৌস', 'আমি উত্তর দিতে পারছি না']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'আমি উত্তর দিতে পারছি না', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['আমি উত্তর দিতে পারছি না', 'ফেরদৌস', 'ইকো']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['আমি উত্তর দিতে পারছি না', 'ইকো', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'মাহিন', 'বিচার করতে অক্ষম']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'বিচার করতে অক্ষম', 'মাহিন']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ফেরদৌস', 'বিচার করতে অক্ষম']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'বিচার করতে অক্ষম', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'ফেরদৌস', 'মাহিন']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কর্মক্ষেত্রে কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'মাহিন', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ইকো এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'মাহিন', 'না']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'না', 'মাহিন']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ইকো', 'না']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'না', 'ইকো']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['না', 'ইকো', 'মাহিন']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['না', 'মাহিন', 'ইকো']",ইকো,,hierarchical_relationship
ইকো ও ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'ফেরদৌস', 'আমি উত্তর দিতে পারছি না']",ইকো,,hierarchical_relationship
ইকো ও ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'আমি উত্তর দিতে পারছি না', 'ফেরদৌস']",ইকো,,hierarchical_relationship
ইকো ও ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'ইকো', 'আমি উত্তর দিতে পারছি না']",ইকো,,hierarchical_relationship
ইকো ও ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'আমি উত্তর দিতে পারছি না', 'ইকো']",ইকো,,hierarchical_relationship
ইকো ও ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['আমি উত্তর দিতে পারছি না', 'ইকো', 'ফেরদৌস']",ইকো,,hierarchical_relationship
ইকো ও ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['আমি উত্তর দিতে পারছি না', 'ফেরদৌস', 'ইকো']",ইকো,,hierarchical_relationship
মাহিন এবং ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ইকো', 'অপর্যাপ্ত তথ্য']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'অপর্যাপ্ত তথ্য', 'ইকো']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'মাহিন', 'অপর্যাপ্ত তথ্য']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'অপর্যাপ্ত তথ্য', 'মাহিন']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['অপর্যাপ্ত তথ্য', 'মাহিন', 'ইকো']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['অপর্যাপ্ত তথ্য', 'ইকো', 'মাহিন']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ফেরদৌস', 'না']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'না', 'ফেরদৌস']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'মাহিন', 'না']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'না', 'মাহিন']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['না', 'মাহিন', 'ফেরদৌস']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['না', 'ফেরদৌস', 'মাহিন']",মাহিন,,hierarchical_relationship
ফেরদৌস ও ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'ইকো', 'বিচার করতে অক্ষম']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস ও ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'বিচার করতে অক্ষম', 'ইকো']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস ও ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'ফেরদৌস', 'বিচার করতে অক্ষম']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস ও ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'বিচার করতে অক্ষম', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস ও ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'ফেরদৌস', 'ইকো']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস ও ইকো একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'ইকো', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'মাহিন', 'আমি উত্তর দিতে পারছি না']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'আমি উত্তর দিতে পারছি না', 'মাহিন']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ফেরদৌস', 'আমি উত্তর দিতে পারছি না']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'আমি উত্তর দিতে পারছি না', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['আমি উত্তর দিতে পারছি না', 'ফেরদৌস', 'মাহিন']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই কোম্পানির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['আমি উত্তর দিতে পারছি না', 'মাহিন', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ইকো এবং মাহিন একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'মাহিন', 'না']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'না', 'মাহিন']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ইকো', 'না']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'না', 'ইকো']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['না', 'ইকো', 'মাহিন']",ইকো,,hierarchical_relationship
ইকো এবং মাহিন একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['না', 'মাহিন', 'ইকো']",ইকো,,hierarchical_relationship
ইকো এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'ফেরদৌস', 'বিচার করতে অক্ষম']",ইকো,,hierarchical_relationship
ইকো এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'বিচার করতে অক্ষম', 'ফেরদৌস']",ইকো,,hierarchical_relationship
ইকো এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'ইকো', 'বিচার করতে অক্ষম']",ইকো,,hierarchical_relationship
ইকো এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'বিচার করতে অক্ষম', 'ইকো']",ইকো,,hierarchical_relationship
ইকো এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'ইকো', 'ফেরদৌস']",ইকো,,hierarchical_relationship
ইকো এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ইকো ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'ফেরদৌস', 'ইকো']",ইকো,,hierarchical_relationship
মাহিন এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ইকো', 'অপর্যাপ্ত তথ্য']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'অপর্যাপ্ত তথ্য', 'ইকো']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'মাহিন', 'অপর্যাপ্ত তথ্য']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'অপর্যাপ্ত তথ্য', 'মাহিন']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['অপর্যাপ্ত তথ্য', 'মাহিন', 'ইকো']",মাহিন,,hierarchical_relationship
মাহিন এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['অপর্যাপ্ত তথ্য', 'ইকো', 'মাহিন']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'ফেরদৌস', 'অপর্যাপ্ত তথ্য']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['মাহিন', 'অপর্যাপ্ত তথ্য', 'ফেরদৌস']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'মাহিন', 'অপর্যাপ্ত তথ্য']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'অপর্যাপ্ত তথ্য', 'মাহিন']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['অপর্যাপ্ত তথ্য', 'মাহিন', 'ফেরদৌস']",মাহিন,,hierarchical_relationship
মাহিন এবং ফেরদৌস একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"মাহিন ফেরদৌসকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['অপর্যাপ্ত তথ্য', 'ফেরদৌস', 'মাহিন']",মাহিন,,hierarchical_relationship
ফেরদৌস এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'ইকো', 'বিচার করতে অক্ষম']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'বিচার করতে অক্ষম', 'ইকো']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'ফেরদৌস', 'বিচার করতে অক্ষম']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ইকো', 'বিচার করতে অক্ষম', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'ফেরদৌস', 'ইকো']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং ইকো একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস ইকোকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['বিচার করতে অক্ষম', 'ইকো', 'ফেরদৌস']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'মাহিন', 'অপর্যাপ্ত তথ্য']",ফেরদৌস,,hierarchical_relationship
ফেরদৌস এবং মাহিন একই পার্টটাইম চাকরির কর্মচারী। একজন বস এবং অন্যজন তার অধীনস্থ।,"ফেরদৌস মাহিনকে বলল, ""আমি এখন আসছি।""",culture,কে অধীনস্থ?,"['ফেরদৌস', 'অপর্যাপ্ত তথ্য', 'মাহিন']",ফেরদৌস,,hierarchical_relationship
